session_id,scenario,window_id,activity,direction,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,acc3_0,acc3_1,acc3_2,true_class,fp32_pred,int8_pred
20260910_100219,STILL_1P_NA,0,STILL,NAN,-3,-1,-3,-1,-8,-8,-7,-8,-5,-6,-2,-4,-8,-8,6,15013,-6810,-2460,0,0,0
20260910_100219,STILL_1P_NA,1,STILL,NAN,-4,-1,-4,-1,-7,-7,-7,-7,-4,-5,-2,-3,-7,-7,6,12332,-5107,-2335,0,0,0
20260910_100219,STILL_1P_NA,2,STILL,NAN,-5,-1,-5,-1,-7,-6,-7,-7,-5,-5,-3,-5,-6,-6,6,9737,-2714,-3793,0,0,0
20260910_100219,STILL_1P_NA,3,STILL,NAN,-5,-1,-5,-1,-7,-7,-7,-7,-5,-5,-3,-4,-7,-6,6,11187,-3768,-3459,0,0,0
20260910_100219,STILL_1P_NA,4,STILL,NAN,-3,-1,-3,-1,-8,-8,-7,-7,-4,-5,-3,-4,-8,-7,-8,16104,-9315,-1208,0,0,0
20260910_100219,STILL_1P_NA,5,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-5,-6,-3,-5,-8,-7,5,14907,-6701,-2569,0,0,0
20260910_100219,STILL_1P_NA,6,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,5,15175,-6548,-3092,0,0,0
20260910_100219,STILL_1P_NA,7,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,0,17151,-8645,-2290,0,0,0
20260910_100219,STILL_1P_NA,8,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-12,17464,-10464,-1225,0,0,0
20260910_100219,STILL_1P_NA,9,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-4,-8,-7,1,16360,-7984,-2324,0,0,0
20260910_100219,STILL_1P_NA,10,STILL,NAN,-3,-1,-3,-1,-8,-7,-8,-8,-4,-3,-3,-4,-7,-7,1,14639,-7340,-1852,0,0,0
20260910_100219,STILL_1P_NA,11,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-13,17338,-10652,-921,0,0,0
20260910_100219,STILL_1P_NA,12,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-12,17786,-10359,-1419,0,0,0
20260910_100219,STILL_1P_NA,13,STILL,NAN,-2,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-27,17326,-12462,551,0,0,0
20260910_100219,STILL_1P_NA,14,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-4,-5,-8,-8,-25,17623,-12129,73,0,0,0
20260910_100219,STILL_1P_NA,15,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-22,17206,-11789,-1,0,0,0
20260910_100219,STILL_1P_NA,16,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,5,16165,-7713,-2286,0,0,0
20260910_100219,STILL_1P_NA,17,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-29,17658,-12623,354,0,0,0
20260910_100219,STILL_1P_NA,18,STILL,NAN,-4,-1,-4,-1,-7,-7,-7,-7,-5,-4,-3,-4,-7,-7,4,12755,-5403,-2416,0,0,0
20260910_100219,STILL_1P_NA,19,STILL,NAN,-5,-1,-5,-1,-7,-7,-7,-7,-5,-5,-3,-5,-7,-6,6,11320,-3820,-3469,0,0,0
20260910_100219,STILL_1P_NA,20,STILL,NAN,-4,-1,-4,-1,-7,-7,-7,-7,-5,-5,-3,-5,-7,-7,6,11896,-4229,-3316,0,0,0
20260910_100219,STILL_1P_NA,21,STILL,NAN,-3,-1,-4,-1,-8,-8,-8,-7,-5,-5,-3,-4,-8,-7,6,14791,-6493,-2741,0,0,0
20260910_100219,STILL_1P_NA,22,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,6,15907,-7308,-2649,0,0,0
20260910_100219,STILL_1P_NA,23,STILL,NAN,-3,-1,-3,-1,-8,-8,-9,-8,-6,-6,-4,-5,-8,-8,6,16439,-7314,-3340,0,0,0
20260910_100219,STILL_1P_NA,24,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-27,18313,-12672,-20,0,0,0
20260910_100219,STILL_1P_NA,25,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,0,17151,-8645,-2290,0,0,0
20260910_100219,STILL_1P_NA,26,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16073,-7225,-3022,0,0,0
20260910_100219,STILL_1P_NA,27,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16073,-7225,-3022,0,0,0
20260910_100219,STILL_1P_NA,28,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-3,18057,-9323,-2371,0,0,0
20260910_100219,STILL_1P_NA,29,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-6,17774,-9844,-1760,0,0,0
20260910_100219,STILL_1P_NA,30,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,4,16052,-7705,-2281,0,0,0
20260910_100219,STILL_1P_NA,31,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,4,16052,-7705,-2281,0,0,0
20260910_100219,STILL_1P_NA,32,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,5,16165,-7713,-2286,0,0,0
20260910_100219,STILL_1P_NA,33,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-8,17283,-9981,-1434,0,0,0
20260910_100219,STILL_1P_NA,34,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,3,16384,-8107,-2160,0,0,0
20260910_100219,STILL_1P_NA,35,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16125,-7103,-3370,0,0,0
20260910_100219,STILL_1P_NA,36,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-6,17947,-9519,-2222,0,0,0
20260910_100219,STILL_1P_NA,37,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,3,16621,-7814,-2609,0,0,0
20260910_100219,STILL_1P_NA,38,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16073,-7225,-3022,0,0,0
20260910_100219,STILL_1P_NA,39,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,4,16736,-7695,-3013,0,0,0
20260910_100219,STILL_1P_NA,40,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-13,17541,-10755,-974,0,0,0
20260910_100219,STILL_1P_NA,41,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-7,5,15801,-6939,-3271,0,0,0
20260910_100219,STILL_1P_NA,42,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,6,15222,-6504,-3233,0,0,0
20260910_100219,STILL_1P_NA,43,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-4,-5,-8,-8,-2,17301,-8790,-2309,0,0,0
20260910_100219,STILL_1P_NA,44,STILL,NAN,-1,-1,-2,-1,-8,-8,-7,-7,-5,-5,-3,-4,-7,-7,1,15154,-7739,-1714,0,0,0
20260910_100219,STILL_1P_NA,45,STILL,NAN,-1,-1,-1,-1,-7,-7,-7,-7,-4,-4,-3,-5,-7,-7,6,11995,-5127,-2107,0,0,0
20260910_100219,STILL_1P_NA,46,STILL,NAN,-1,-1,-1,-1,-7,-7,-8,-8,-5,-5,-4,-5,-7,-7,6,13668,-5764,-2699,0,0,0
20260910_100219,STILL_1P_NA,47,STILL,NAN,-2,-1,-2,-1,-8,-7,-8,-8,-5,-6,-3,-5,-8,-7,5,15097,-6798,-2560,0,0,0
20260910_100219,STILL_1P_NA,48,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,2,16548,-8288,-2117,0,0,0
20260910_100219,STILL_1P_NA,49,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,0,17493,-8775,-2284,0,0,0
20260910_100219,STILL_1P_NA,50,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,3,16165,-7713,-2286,0,0,0
20260910_100219,STILL_1P_NA,51,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-20,16868,-11639,213,0,0,0
20260910_100219,STILL_1P_NA,52,STILL,NAN,-3,-2,-3,-2,-8,-7,-8,-8,-6,-6,-4,-5,-7,-7,2,13909,-5826,-2813,0,0,0
20260910_100219,STILL_1P_NA,53,STILL,NAN,-3,-1,-4,-1,-8,-7,-8,-8,-5,-5,-3,-5,-8,-7,5,14688,-6418,-2892,0,0,0
20260910_100219,STILL_1P_NA,54,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,6,15296,-6821,-2891,0,0,0
20260910_100219,STILL_1P_NA,55,STILL,NAN,-4,-1,-4,-1,-8,-7,-8,-8,-5,-4,-3,-4,-7,-7,6,13650,-5729,-2804,0,0,0
20260910_100219,STILL_1P_NA,56,STILL,NAN,-3,-1,-3,-1,-8,-7,-8,-8,-4,-4,-3,-4,-7,-7,-13,15526,-9670,-667,0,0,0
20260910_100219,STILL_1P_NA,57,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,3,15884,-7730,-2132,0,0,0
20260910_100219,STILL_1P_NA,58,STILL,NAN,-1,-1,-1,-1,-8,-7,-8,-8,-6,-6,-4,-5,-7,-7,6,14060,-5819,-3150,0,0,0
20260910_100219,STILL_1P_NA,59,STILL,NAN,-1,-1,-1,-1,-8,-7,-8,-8,-6,-6,-4,-5,-7,-7,6,14060,-5819,-3150,0,0,0
20260910_100219,STILL_1P_NA,60,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,4,16052,-7705,-2281,0,0,0
20260910_100219,STILL_1P_NA,61,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-13,17338,-10652,-921,0,0,0
20260910_100219,STILL_1P_NA,62,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,6,15934,-6991,-3281,0,0,0
20260910_100219,STILL_1P_NA,63,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16125,-7103,-3370,0,0,0
20260910_100219,STILL_1P_NA,64,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,16125,-7103,-3370,0,0,0
20260910_100219,STILL_1P_NA,65,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,-17,17623,-11216,-759,0,0,0
20260910_100219,STILL_1P_NA,66,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,-3,16626,-8755,-1962,0,0,0
20260910_100219,STILL_1P_NA,67,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-22,17206,-11789,-1,0,0,0
20260910_100219,STILL_1P_NA,68,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,6,15296,-6821,-2891,0,0,0
20260910_100219,STILL_1P_NA,69,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-7,6,15393,-6597,-3328,0,0,0
20260910_100219,STILL_1P_NA,70,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,6,15296,-6821,-2891,0,0,0
20260910_100219,STILL_1P_NA,71,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,6,15907,-7308,-2649,0,0,0
20260910_100219,STILL_1P_NA,72,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-6,-3,-4,-8,-8,-8,17282,-10179,-1246,0,0,0
20260910_100219,STILL_1P_NA,73,STILL,NAN,-3,-1,-3,-1,-8,-7,-8,-8,-5,-6,-3,-5,-7,-7,-9,16115,-9146,-1314,0,0,0
20260910_100219,STILL_1P_NA,74,STILL,NAN,-3,-1,-3,-1,-8,-7,-8,-8,-5,-5,-3,-5,-7,-7,4,14227,-6153,-2643,0,0,0
20260910_100219,STILL_1P_NA,75,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-22,17108,-11868,103,0,0,0
20260910_100219,STILL_1P_NA,76,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,6,15907,-7366,-2681,0,0,0
20260910_100219,STILL_1P_NA,77,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-4,-3,-5,-8,-7,3,15993,-7772,-2316,0,0,0
20260910_100219,STILL_1P_NA,78,STILL,NAN,-3,-2,-2,-2,-8,-8,-8,-8,-5,-4,-3,-5,-8,-8,-13,16933,-10674,-749,0,0,0
20260910_100219,STILL_1P_NA,79,STILL,NAN,-3,-2,-3,-2,-8,-7,-8,-8,-5,-5,-3,-5,-7,-7,5,13037,-5485,-2489,0,0,0
20260910_100219,STILL_1P_NA,80,STILL,NAN,-3,-1,-4,-1,-8,-7,-8,-8,-5,-5,-3,-5,-8,-7,3,15082,-6813,-2596,0,0,0
20260910_100219,STILL_1P_NA,81,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-16,17602,-11182,-773,0,0,0
20260910_100219,STILL_1P_NA,82,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-13,17541,-10755,-974,0,0,0
20260910_100219,STILL_1P_NA,83,STILL,NAN,-1,-1,-1,-1,-7,-8,-7,-7,-5,-5,-3,-4,-7,-7,0,14662,-7653,-1407,0,0,0
20260910_100219,STILL_1P_NA,84,STILL,NAN,0,-1,0,-1,-7,-7,-7,-7,-4,-4,-3,-5,-7,-6,6,11961,-5410,-1701,0,0,0
20260910_100219,STILL_1P_NA,85,STILL,NAN,-1,-1,-1,-1,-7,-7,-7,-7,-4,-5,-3,-3,-7,-7,1,13921,-7361,-1209,0,0,0
20260910_100219,STILL_1P_NA,86,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-4,-5,-3,-5,-8,-8,-21,17206,-11789,-1,0,0,0
20260910_100219,STILL_1P_NA,87,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,4,15977,-7459,-2486,0,0,0
20260910_100219,STILL_1P_NA,88,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,2,16188,-7958,-2145,0,0,0
20260910_100219,STILL_1P_NA,89,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,1,17093,-8227,-2541,0,0,0
20260910_100219,STILL_1P_NA,90,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,5,15175,-6548,-3092,0,0,0
20260910_100219,STILL_1P_NA,91,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,6,14765,-6396,-2873,0,0,0
20260910_100219,STILL_1P_NA,92,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-28,17432,-12679,635,0,0,0
20260910_100219,STILL_1P_NA,93,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,-6,17035,-9102,-1991,0,0,0
20260910_100219,STILL_1P_NA,94,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-28,17432,-12679,635,0,0,0
20260910_100219,STILL_1P_NA,95,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,5,15374,-6762,-3058,0,0,0
20260910_100219,STILL_1P_NA,96,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-7,5,15293,-6811,-2864,0,0,0
20260910_100219,STILL_1P_NA,97,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-22,17108,-11868,103,0,0,0
20260910_100219,STILL_1P_NA,98,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-8,-17,17783,-11446,-650,0,0,0
20260910_100219,STILL_1P_NA,99,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-4,-5,-8,-8,0,17480,-8738,-2396,0,0,0
20260910_100219,STILL_1P_NA,100,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,1,16928,-8002,-2656,0,0,0
20260910_100219,STILL_1P_NA,101,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-6,17963,-9558,-2214,0,0,0
20260910_100219,STILL_1P_NA,102,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-8,17950,-10082,-1806,0,0,0
20260910_100219,STILL_1P_NA,103,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-2,17722,-9078,-2415,0,0,0
20260910_100219,STILL_1P_NA,104,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,6,14761,-6269,-3192,0,0,0
20260910_100219,STILL_1P_NA,105,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-4,-5,-8,-7,6,14761,-6269,-3192,0,0,0
20260910_100219,STILL_1P_NA,106,STILL,NAN,-4,-1,-4,-1,-8,-7,-8,-8,-5,-5,-4,-5,-7,-7,6,13713,-5447,-3413,0,0,0
20260910_100219,STILL_1P_NA,107,STILL,NAN,-3,-1,-3,-1,-8,-7,-8,-8,-5,-5,-3,-5,-8,-7,-3,16472,-8248,-2173,0,0,0
20260910_100219,STILL_1P_NA,108,STILL,NAN,-2,-1,-2,-1,-8,-7,-8,-7,-5,-5,-3,-4,-7,-7,-2,14960,-7787,-1602,0,0,0
20260910_100219,STILL_1P_NA,109,STILL,NAN,-1,-1,-1,-1,-7,-7,-8,-7,-4,-4,-3,-5,-7,-7,6,13146,-5860,-2063,0,0,0
20260910_100219,STILL_1P_NA,110,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-4,-3,-5,-8,-7,6,15373,-7009,-2536,0,0,0
20260910_100219,STILL_1P_NA,111,STILL,NAN,-1,-2,-1,-2,-7,-7,-8,-7,-5,-4,-3,-4,-7,-7,6,13161,-6105,-1790,0,0,0
20260910_100219,STILL_1P_NA,112,STILL,NAN,-1,-2,-1,-2,-7,-7,-8,-7,-5,-5,-3,-5,-7,-7,6,12681,-5346,-2245,0,0,0
20260910_100219,STILL_1P_NA,113,STILL,NAN,-1,-2,-1,-2,-7,-7,-8,-8,-5,-5,-4,-5,-7,-7,6,12654,-5163,-2549,0,0,0
20260910_100219,STILL_1P_NA,114,STILL,NAN,-2,-1,-2,-1,-8,-7,-8,-8,-5,-5,-3,-4,-8,-7,4,15193,-7443,-1883,0,0,0
20260910_100219,STILL_1P_NA,115,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,-12,17631,-10579,-1154,0,0,0
20260910_100219,STILL_1P_NA,116,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,4,16736,-7695,-3013,0,0,0
20260910_100219,STILL_1P_NA,117,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,5,16124,-7530,-2410,0,0,0
20260910_100219,STILL_1P_NA,118,STILL,NAN,-4,-1,-4,-1,-8,-7,-8,-8,-5,-5,-3,-5,-7,-7,6,13433,-5399,-3156,0,0,0
20260910_100219,STILL_1P_NA,119,STILL,NAN,-3,-1,-4,-1,-8,-7,-8,-8,-5,-5,-3,-5,-7,-7,2,14436,-6546,-2314,0,0,0
20260910_100219,STILL_1P_NA,120,STILL,NAN,-3,-2,-3,-2,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,3,15203,-7280,-2054,0,0,0
20260910_100219,STILL_1P_NA,121,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-5,18082,-9350,-2355,0,0,0
20260910_100219,STILL_1P_NA,122,STILL,NAN,-2,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,-4,17257,-9281,-1910,0,0,0
20260910_100219,STILL_1P_NA,123,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-22,17108,-11868,103,0,0,0
20260910_100219,STILL_1P_NA,124,STILL,NAN,-3,-2,-3,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-7,5,14964,-6450,-3030,0,0,0
20260910_100219,STILL_1P_NA,125,STILL,NAN,-3,-2,-3,-2,-8,-8,-8,-8,-6,-5,-4,-5,-8,-7,5,14660,-6330,-2936,0,0,0
20260910_100219,STILL_1P_NA,126,STILL,NAN,-2,-2,-2,-2,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-20,16820,-11579,88,0,0,0
20260910_100219,STILL_1P_NA,127,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-8,-20,17480,-11951,-153,0,0,0
20260910_100219,STILL_1P_NA,128,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-5,-3,-5,-8,-7,2,16245,-7862,-2292,0,0,0
20260910_100219,STILL_1P_NA,129,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-5,-6,-3,-5,-8,-8,2,16927,-8200,-2468,0,0,0
20260910_100219,STILL_1P_NA,130,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,-1,17744,-8748,-2638,0,0,0
20260910_100219,STILL_1P_NA,131,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-5,-4,-5,-8,-8,0,17299,-8579,-2436,0,0,0
20260910_100219,STILL_1P_NA,132,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-4,18225,-9431,-2283,0,0,0
20260910_100219,STILL_1P_NA,133,STILL,NAN,-3,-2,-3,-2,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,6,14815,-6108,-3420,0,0,0
20260910_100219,STILL_1P_NA,134,STILL,NAN,-3,-1,-3,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,-7,18058,-9732,-2056,0,0,0
20260910_100219,STILL_1P_NA,135,STILL,NAN,-2,-1,-2,-1,-8,-8,-8,-8,-6,-6,-4,-5,-8,-8,2,17003,-8240,-2412,0,0,0
20260910_103326,WALK_1P_APPROACH,0,WALK,APPROACH,9,-1,8,-1,-1,-2,1,1,13,21,6,7,0,0,6,-2726,409,2430,1,2,2
20260910_103326,WALK_1P_APPROACH,1,WALK,APPROACH,0,-17,0,-17,10,10,10,11,12,14,7,7,10,10,4,-7410,-773,7034,1,2,2
20260910_103326,WALK_1P_APPROACH,2,WALK,APPROACH,5,-18,5,-18,11,11,10,11,6,9,2,3,11,11,6,-9506,458,7530,1,2,2
20260910_103326,WALK_1P_APPROACH,3,WALK,APPROACH,0,-14,1,-15,7,7,7,6,3,6,0,2,6,7,6,-10790,4759,3468,1,1,1
20260910_103326,WALK_1P_APPROACH,4,WALK,APPROACH,-1,-12,-1,-13,4,4,3,3,0,3,-1,-2,4,4,6,-12230,8397,274,1,1,1
20260910_103326,WALK_1P_APPROACH,5,WALK,APPROACH,-1,-13,-1,-13,5,5,3,3,-3,-1,-2,-2,5,5,6,-14893,10395,-29,1,1,1
20260910_103326,WALK_1P_APPROACH,6,WALK,APPROACH,-2,-13,-1,-13,5,5,3,3,-3,-3,-3,-4,5,5,6,-16191,11855,-522,1,1,1
20260910_103326,WALK_1P_APPROACH,7,WALK,APPROACH,-1,-12,-1,-12,4,4,2,3,-4,-3,-3,-3,4,4,6,-15937,12141,-1070,1,1,1
20260910_103428,WALK_1P_AWAY,0,WALK,AWAY,-8,3,-8,3,-2,-1,-2,-2,3,5,2,0,-2,-1,6,-4611,3974,300,1,1,1
20260910_103428,WALK_1P_AWAY,1,WALK,AWAY,1,-8,0,-7,-1,0,-1,-1,2,5,1,3,-1,0,6,-6213,3704,1738,1,1,1
20260910_103428,WALK_1P_AWAY,2,WALK,AWAY,-2,-6,-1,-7,-1,0,-1,-1,1,1,1,3,-2,-2,-1,-6652,2623,3627,1,2,2
20260910_103428,WALK_1P_AWAY,3,WALK,AWAY,-8,1,-7,0,-2,-1,0,-1,5,8,1,2,-2,-3,-7,-3186,250,2912,1,2,2
20260910_103428,WALK_1P_AWAY,4,WALK,AWAY,-6,7,-6,7,2,2,1,1,2,3,1,0,2,2,4,-8498,6475,-72,1,1,1
20260910_103428,WALK_1P_AWAY,5,WALK,AWAY,-4,9,-4,9,3,4,1,2,-4,-5,-3,-4,3,4,6,-14836,13119,-2964,1,1,1
20260910_103428,WALK_1P_AWAY,6,WALK,AWAY,-3,9,-3,9,4,4,1,2,-5,-6,-3,-5,4,4,6,-15767,13492,-2581,1,1,1
20260910_103428,WALK_1P_AWAY,7,WALK,AWAY,-2,9,-2,9,4,3,1,2,-5,-5,-3,-4,3,4,6,-15190,13407,-3110,1,1,1
